id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Magnolia Manor,8911 Highway 78,Huntsville,Madison,AL,35801,(938) 454-8010,Continuing Care Retirement Community,"Specialty Care, Skilled Nursing, Intermediate Care, Assisted Living",108,AL-ASL-98702,Alabama Department of Public Health,2024-05-01,80,True,False,True,https://www.huntsville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.749562,-86.582246
2,Madison Center,3178 Memorial Parkway,Madison,Madison,AL,35756,(205) 887-7013,Intermediate Care Facility,"Memory Care, Independent Living",70,AL-ASL-50210,Alabama Department of Public Health,2024-07-10,85,False,False,False,https://www.madison-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.726037,-86.738246
3,Pine House,4902 University Boulevard,Huntsville,Madison,AL,35803,(251) 937-9244,Intermediate Care Facility,"Skilled Nursing, Continuing Care, Adult Day Care",102,AL-ASL-38719,Alabama Department of Public Health,2024-09-24,85,True,False,False,https://www.huntsville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.750604,-86.575424
4,Manor Care Center,9342 University Boulevard,Madison,Madison,AL,35757,(659) 956-9387,Memory Care Community,"Intermediate Care, Respite Care, Adult Day Care",126,AL-ASL-57598,Alabama Department of Public Health,2024-07-13,83,False,True,False,https://www.madison-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.720596,-86.729815
5,Maple Plaza,2744 Government Street,Meridianville,Madison,AL,35824,(659) 441-4809,Skilled Nursing Facility,"Continuing Care, Assisted Living, Independent Living, Specialty Care",114,AL-ASL-88451,Alabama Department of Public Health,2024-12-06,96,True,False,False,https://www.meridianville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.166902,-88.197314
6,Meridianville Gardens,3936 Madison Boulevard,Meridianville,Madison,AL,35819,(659) 856-6517,Intermediate Care Facility,"Memory Care, Assisted Living",95,AL-ASL-72610,Alabama Department of Public Health,2024-09-16,76,True,True,True,https://www.meridianville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.633734,-86.901777
7,Plantation Court,2766 Highway 65,Huntsville,Madison,AL,35805,(205) 433-4524,Memory Care Community,"Assisted Living, Independent Living, Intermediate Care",124,AL-ASL-70512,Alabama Department of Public Health,2024-02-10,83,False,False,False,https://www.huntsville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.758763,-86.562172
8,Village House,1321 Spring Hill Avenue,Meridianville,Madison,AL,35826,(251) 796-5457,Skilled Nursing Facility,"Skilled Nursing, Adult Day Care, Respite Care, Assisted Living",117,AL-ASL-18411,Alabama Department of Public Health,2024-09-28,84,True,True,True,https://www.meridianville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.592135,-84.902978
9,Manor Commons,582 University Boulevard,Athens,Limestone,AL,35907,(659) 434-1024,Skilled Nursing Facility,"Specialty Care, Memory Care",128,AL-ASL-84232,Alabama Department of Public Health,2024-09-23,75,True,True,False,https://www.athens-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.496883,-86.805191
10,Manor Residence,9441 Old Madison Pike,Ardmore,Limestone,AL,36825,(251) 381-4631,Intermediate Care Facility,"Respite Care, Skilled Nursing, Continuing Care",54,AL-ASL-39040,Alabama Department of Public Health,2024-09-08,88,True,False,True,https://www.ardmore-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.705559,-87.710643
11,Manor Senior Living,150 Highway 72,Athens,Limestone,AL,35164,(659) 803-5945,Continuing Care Retirement Community,"Intermediate Care, Continuing Care",88,AL-ASL-89908,Alabama Department of Public Health,2024-10-18,99,False,False,True,https://www.athens-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.538461,-86.299074
12,Florence Care Center,9358 Airport Boulevard,Florence,Lauderdale,AL,36353,(256) 362-8846,Assisted Living Facility,"Continuing Care, Skilled Nursing",43,AL-ASL-83508,Alabama Department of Public Health,2024-04-03,82,True,True,False,https://www.florence-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.861222,-86.785552
13,River Memory Care,1000 Governors Drive,Florence,Lauderdale,AL,35935,(334) 522-5010,Specialty Care Assisted Living,"Adult Day Care, Continuing Care, Assisted Living, Independent Living",101,AL-ASL-39629,Alabama Department of Public Health,2024-09-15,91,False,True,True,https://www.florence-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.053334,-85.460468
14,Dogwood Court,9266 Old Madison Pike,Sheffield,Lauderdale,AL,36867,(659) 811-1603,Residential Care Facility,"Skilled Nursing, Assisted Living, Respite Care",53,AL-ASL-71980,Alabama Department of Public Health,2024-08-15,72,False,False,True,https://www.sheffield-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.700042,-87.222755
15,Plantation Place,4717 Highway 65,Muscle Shoals,Lauderdale,AL,36108,(334) 362-4042,Assisted Living Facility,"Skilled Nursing, Independent Living, Respite Care",92,AL-ASL-32980,Alabama Department of Public Health,2024-01-27,76,True,False,False,https://www.muscleshoals-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.054441,-85.370623
16,Colonial Residence,4650 Government Street,Sheffield,Lauderdale,AL,35970,(251) 810-1632,Adult Day Care Center,"Memory Care, Assisted Living, Continuing Care, Specialty Care",66,AL-ASL-94677,Alabama Department of Public Health,2024-08-22,84,True,True,True,https://www.sheffield-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.589472,-86.68464
17,Lauderdale Plaza,8875 Highway 431,Sheffield,Lauderdale,AL,36879,(256) 349-5175,Specialty Care Assisted Living,"Intermediate Care, Assisted Living, Specialty Care",60,AL-ASL-22118,Alabama Department of Public Health,2024-07-09,77,True,False,False,https://www.sheffield-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.398115,-87.782979
18,Dogwood Care Center,6953 University Boulevard,Muscle Shoals,Lauderdale,AL,36641,(334) 307-6618,Skilled Nursing Facility,"Continuing Care, Adult Day Care",54,AL-ASL-38934,Alabama Department of Public Health,2024-11-11,92,False,True,True,https://www.muscleshoals-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.263588,-87.482539
19,Muscle Shoals Commons,4903 Highway 431,Muscle Shoals,Lauderdale,AL,36711,(256) 599-8898,Adult Day Care Center,"Assisted Living, Intermediate Care, Memory Care",134,AL-ASL-60874,Alabama Department of Public Health,2024-07-04,75,False,True,False,https://www.muscleshoals-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.171567,-86.296101
20,Ridge Assisted Living,4663 University Boulevard,Tuscumbia,Colbert,AL,35755,(659) 849-9789,Adult Day Care Center,"Specialty Care, Independent Living, Intermediate Care",154,AL-ASL-13391,Alabama Department of Public Health,2024-05-19,84,False,True,False,https://www.tuscumbia-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.803917,-84.82039
21,Tuscumbia Center,5391 Governors Drive,Tuscumbia,Colbert,AL,36380,(659) 302-8801,Assisted Living Facility,"Respite Care, Intermediate Care, Adult Day Care, Continuing Care",132,AL-ASL-12993,Alabama Department of Public Health,2024-08-14,88,True,True,False,https://www.tuscumbia-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.757174,-86.647373
22,Colbert Retirement Community,3275 Highway 280,Tuscumbia,Colbert,AL,36128,(334) 412-6470,Memory Care Community,"Assisted Living, Intermediate Care, Memory Care, Independent Living",144,AL-ASL-23373,Alabama Department of Public Health,2024-09-22,76,False,False,True,https://www.tuscumbia-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.02619,-87.52813
23,Magnolia Retirement Community,4015 Old Madison Pike,Russellville,Franklin,AL,36911,(256) 773-6659,Assisted Living Facility,"Respite Care, Continuing Care, Specialty Care, Memory Care",118,AL-ASL-39055,Alabama Department of Public Health,2024-02-22,84,True,False,True,https://www.russellville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.265747,-85.730581
24,Maple Gardens,7592 Dexter Avenue,Red Bay,Franklin,AL,35510,(205) 344-7348,Assisted Living Facility,"Skilled Nursing, Specialty Care, Adult Day Care",112,AL-ASL-74139,Alabama Department of Public Health,2024-05-27,82,False,True,False,https://www.redbay-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.125144,-86.208071
25,Ridge House,6762 Memorial Parkway,Russellville,Franklin,AL,35602,(334) 442-2031,Intermediate Care Facility,"Skilled Nursing, Adult Day Care, Specialty Care",102,AL-ASL-24243,Alabama Department of Public Health,2024-03-27,81,False,False,False,https://www.russellville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.177852,-86.416042
26,Franklin Center,2602 Highway 431,Red Bay,Franklin,AL,35331,(205) 764-2562,Memory Care Community,"Continuing Care, Skilled Nursing, Intermediate Care, Adult Day Care",32,AL-ASL-11191,Alabama Department of Public Health,2024-10-17,89,True,False,True,https://www.redbay-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.554028,-87.95919
27,Magnolia Assisted Living,302 Spring Hill Avenue,Hillsboro,Lawrence,AL,35236,(334) 843-2086,Memory Care Community,"Adult Day Care, Assisted Living, Skilled Nursing, Independent Living",57,AL-ASL-36091,Alabama Department of Public Health,2024-08-14,80,False,False,False,https://www.hillsboro-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.648562,-88.415614
28,Camellia Gardens,452 Highway 72,Moulton,Lawrence,AL,36642,(659) 466-2177,Intermediate Care Facility,"Skilled Nursing, Adult Day Care",28,AL-ASL-10401,Alabama Department of Public Health,2024-05-04,91,True,True,False,https://www.moulton-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.802318,-86.816959
29,Dogwood Commons,5323 Government Street,Hillsboro,Lawrence,AL,35280,(251) 961-9750,Assisted Living Facility,"Continuing Care, Adult Day Care, Intermediate Care",85,AL-ASL-77844,Alabama Department of Public Health,2024-06-01,81,True,False,False,https://www.hillsboro-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.632165,-85.868909
30,Camellia Estates,2152 Governors Drive,Moulton,Lawrence,AL,36276,(659) 716-7234,Specialty Care Assisted Living,"Intermediate Care, Independent Living",50,AL-ASL-14165,Alabama Department of Public Health,2024-11-19,84,False,True,False,https://www.moulton-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.712922,-86.599316
31,Magnolia Assisted Living,4247 University Drive,Priceville,Morgan,AL,36919,(205) 858-1245,Assisted Living Facility,"Assisted Living, Respite Care",31,AL-ASL-85898,Alabama Department of Public Health,2024-05-17,100,True,False,False,https://www.priceville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.122077,-85.189217
32,Ridge Gardens,9571 Highway 280,Decatur,Morgan,AL,35611,(256) 501-9782,Intermediate Care Facility,"Specialty Care, Independent Living, Respite Care, Adult Day Care",40,AL-ASL-34209,Alabama Department of Public Health,2024-06-17,93,False,True,False,https://www.decatur-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.63009,-86.960027
33,Priceville Memory Care,4380 Airport Boulevard,Priceville,Morgan,AL,35206,(251) 892-2021,Specialty Care Assisted Living,"Respite Care, Continuing Care",36,AL-ASL-35206,Alabama Department of Public Health,2024-01-10,80,True,False,True,https://www.priceville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.191202,-86.328826
34,Estate Gardens,8909 Memorial Parkway,Hartselle,Morgan,AL,35825,(659) 415-5857,Residential Care Facility,"Assisted Living, Memory Care",119,AL-ASL-34989,Alabama Department of Public Health,2024-12-22,79,True,True,True,https://www.hartselle-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.329064,-84.800164
35,Morgan Center,2515 Government Street,Priceville,Morgan,AL,35261,(659) 951-5025,Assisted Living Facility,"Respite Care, Memory Care, Specialty Care",120,AL-ASL-87936,Alabama Department of Public Health,2024-02-16,94,True,True,True,https://www.priceville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.51703,-87.329197
36,Morgan Senior Living,5641 Research Park Boulevard,Hartselle,Morgan,AL,35207,(251) 660-8924,Specialty Care Assisted Living,"Respite Care, Continuing Care",107,AL-ASL-80036,Alabama Department of Public Health,2024-05-09,99,False,False,False,https://www.hartselle-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.945129,-86.804202
37,Camellia Residence,4275 University Boulevard,Decatur,Morgan,AL,35601,(251) 517-3722,Intermediate Care Facility,"Intermediate Care, Continuing Care, Specialty Care, Memory Care",34,AL-ASL-73357,Alabama Department of Public Health,2024-08-26,78,True,True,False,https://www.decatur-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.634979,-86.969614
38,Oak Residence,6896 Spring Hill Avenue,Arab,Cullman,AL,36851,(251) 333-5554,Intermediate Care Facility,"Intermediate Care, Skilled Nursing, Specialty Care",61,AL-ASL-18208,Alabama Department of Public Health,2024-05-08,93,False,False,False,https://www.arab-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.130302,-88.006604
39,Valley Manor,5475 Highway 431,Hanceville,Cullman,AL,36591,(334) 860-1054,Assisted Living Facility,"Memory Care, Independent Living, Intermediate Care",86,AL-ASL-39905,Alabama Department of Public Health,2024-02-17,88,False,False,True,https://www.hanceville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.753124,-86.796137
40,Valley Plaza,7590 Highway 65,Cullman,Cullman,AL,35266,(659) 881-1807,Memory Care Community,"Respite Care, Skilled Nursing",85,AL-ASL-73108,Alabama Department of Public Health,2024-04-27,79,False,True,False,https://www.cullman-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.851109,-88.437579
41,Cullman Court,9717 Old Madison Pike,Cullman,Cullman,AL,36141,(251) 842-5840,Skilled Nursing Facility,"Memory Care, Specialty Care, Assisted Living, Adult Day Care",83,AL-ASL-45944,Alabama Department of Public Health,2024-12-03,77,True,False,False,https://www.cullman-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.93478,-88.25099
42,Azalea Residence,5751 University Drive,Guntersville,Marshall,AL,36680,(938) 584-7924,Residential Care Facility,"Respite Care, Specialty Care",147,AL-ASL-14764,Alabama Department of Public Health,2024-02-28,82,False,True,False,https://www.guntersville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.456714,-85.662283
43,Creek House,1125 Old Madison Pike,Boaz,Marshall,AL,35505,(251) 246-5243,Memory Care Community,"Respite Care, Continuing Care, Independent Living",76,AL-ASL-27996,Alabama Department of Public Health,2024-10-18,84,False,True,True,https://www.boaz-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.060393,-85.93792
44,Ridge Memory Care,3502 Highway 78,Guntersville,Marshall,AL,35765,(938) 732-8121,Skilled Nursing Facility,"Intermediate Care, Respite Care, Continuing Care",73,AL-ASL-93908,Alabama Department of Public Health,2024-10-07,85,True,True,True,https://www.guntersville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.754199,-86.527488
45,Creek Home,4645 Highway 78,Guntersville,Marshall,AL,36821,(659) 676-7702,Assisted Living Facility,"Skilled Nursing, Adult Day Care, Memory Care",87,AL-ASL-87701,Alabama Department of Public Health,2024-02-01,86,True,False,False,https://www.guntersville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.789421,-85.318737
46,Garden House,1027 Spring Hill Avenue,Boaz,Marshall,AL,35681,(334) 708-8889,Assisted Living Facility,"Independent Living, Respite Care, Intermediate Care",29,AL-ASL-23687,Alabama Department of Public Health,2024-12-24,85,False,True,True,https://www.boaz-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.700449,-87.076606
47,Marshall Memory Care,887 Highway 65,Albertville,Marshall,AL,36677,(251) 812-5225,Assisted Living Facility,"Assisted Living, Continuing Care, Specialty Care",148,AL-ASL-29216,Alabama Department of Public Health,2024-06-16,74,False,False,False,https://www.albertville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.755237,-85.599982
48,Plantation Place,1069 Airport Boulevard,Fort Payne,DeKalb,AL,35534,(334) 659-7439,Memory Care Community,"Respite Care, Assisted Living, Adult Day Care, Intermediate Care",35,AL-ASL-28539,Alabama Department of Public Health,2024-04-18,94,True,False,True,https://www.fortpayne-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.640293,-88.362007
49,Camellia Home,8040 Airport Boulevard,Fort Payne,DeKalb,AL,35222,(659) 749-9942,Skilled Nursing Facility,"Intermediate Care, Memory Care",83,AL-ASL-43736,Alabama Department of Public Health,2024-07-15,95,True,True,False,https://www.fortpayne-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.572374,-87.800008
50,River Center,509 University Drive,Fort Payne,DeKalb,AL,35499,(205) 655-3366,Assisted Living Facility,"Adult Day Care, Assisted Living, Respite Care",80,AL-ASL-29430,Alabama Department of Public Health,2024-02-02,97,True,False,False,https://www.fortpayne-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.480938,-86.388495
51,Camellia Memory Care,115 Memorial Parkway,Leesburg,Cherokee,AL,36153,(205) 454-2107,Residential Care Facility,"Independent Living, Continuing Care, Specialty Care, Skilled Nursing",149,AL-ASL-89750,Alabama Department of Public Health,2024-10-23,96,True,True,False,https://www.leesburg-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.616371,-85.318658
52,Dogwood House,2921 Highway 78,Cedar Bluff,Cherokee,AL,35995,(256) 766-2093,Specialty Care Assisted Living,"Specialty Care, Assisted Living, Intermediate Care",121,AL-ASL-60299,Alabama Department of Public Health,2024-12-22,95,True,True,True,https://www.cedarbluff-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.324272,-87.648543
53,Cherokee Manor,4875 University Boulevard,Cedar Bluff,Cherokee,AL,36977,(659) 445-6535,Adult Day Care Center,"Independent Living, Assisted Living",86,AL-ASL-92098,Alabama Department of Public Health,2024-05-05,74,True,False,True,https://www.cedarbluff-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.986438,-85.92862
54,River Place,9901 Airport Boulevard,Cedar Bluff,Cherokee,AL,35595,(938) 429-1666,Assisted Living Facility,"Memory Care, Independent Living",71,AL-ASL-62740,Alabama Department of Public Health,2024-06-21,78,False,False,True,https://www.cedarbluff-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.50472,-86.820964
55,Etowah Village,5051 Governors Drive,Rainbow City,Etowah,AL,35426,(205) 890-5921,Memory Care Community,"Independent Living, Specialty Care, Adult Day Care",61,AL-ASL-29297,Alabama Department of Public Health,2024-07-13,98,False,False,False,https://www.rainbowcity-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.972218,-86.357223
56,Estate Gardens,5717 Government Street,Rainbow City,Etowah,AL,36467,(205) 319-3233,Specialty Care Assisted Living,"Memory Care, Independent Living",56,AL-ASL-95141,Alabama Department of Public Health,2024-09-18,88,False,True,True,https://www.rainbowcity-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.922195,-87.704351
57,Creek Retirement Community,3317 Governors Drive,Rainbow City,Etowah,AL,35828,(256) 865-4678,Memory Care Community,"Independent Living, Assisted Living, Intermediate Care, Respite Care",57,AL-ASL-47377,Alabama Department of Public Health,2024-05-07,94,False,False,True,https://www.rainbowcity-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.609634,-88.400546
58,Manor Care Center,9313 Airport Boulevard,Gadsden,Etowah,AL,36478,(659) 480-7344,Skilled Nursing Facility,"Respite Care, Continuing Care, Independent Living",73,AL-ASL-98179,Alabama Department of Public Health,2024-03-19,96,False,True,False,https://www.gadsden-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.900217,-86.788031
59,Dogwood Residence,6851 Dexter Avenue,Gadsden,Etowah,AL,35977,(251) 520-3208,Memory Care Community,"Memory Care, Adult Day Care, Independent Living",37,AL-ASL-23989,Alabama Department of Public Health,2024-09-25,74,False,True,False,https://www.gadsden-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,34.585704,-84.977133
60,Creek Manor,1049 Spring Hill Avenue,Rainbow City,Etowah,AL,36280,(256) 686-3988,Intermediate Care Facility,"Continuing Care, Independent Living, Adult Day Care, Assisted Living",142,AL-ASL-68353,Alabama Department of Public Health,2024-06-10,96,True,False,False,https://www.rainbowcity-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,32.522284,-87.00435
61,Oak House,516 Highway 65,Gadsden,Etowah,AL,36412,(251) 800-1333,Assisted Living Facility,"Intermediate Care, Specialty Care",129,AL-ASL-64886,Alabama Department of Public Health,2024-07-04,75,False,False,False,https://www.gadsden-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.971293,-88.340454
62,Etowah Assisted Living,3697 Dexter Avenue,Gadsden,Etowah,AL,36636,(938) 820-7393,Specialty Care Assisted Living,"Adult Day Care, Intermediate Care, Specialty Care",65,AL-ASL-58524,Alabama Department of Public Health,2024-09-24,72,False,True,True,https://www.gadsden-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.866906,-87.138418
63,Garden Center,1360 Highway 72,Moody,St. Clair,AL,36993,(256) 492-3716,Continuing Care Retirement Community,"Skilled Nursing, Respite Care, Intermediate Care, Continuing Care",28,AL-ASL-80322,Alabama Department of Public Health,2024-04-02,97,True,False,False,https://www.moody-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,30.621307,-88.076451
64,Dogwood Residence,2065 Government Street,Ashville,St. Clair,AL,35474,(938) 257-6935,Residential Care Facility,"Assisted Living, Adult Day Care, Respite Care, Continuing Care",114,AL-ASL-56000,Alabama Department of Public Health,2024-10-05,98,True,False,False,https://www.ashville-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.788666,-85.48093
65,St. Clair Court,4204 University Drive,Pell City,St. Clair,AL,35177,(256) 860-3283,Continuing Care Retirement Community,"Respite Care, Adult Day Care",63,AL-ASL-68443,Alabama Department of Public Health,2024-08-21,72,False,True,False,https://www.pellcity-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,31.521099,-85.857977
66,Estate Senior Living,4211 Highway 72,Moody,St. Clair,AL,35482,(334) 871-4125,Residential Care Facility,"Specialty Care, Memory Care, Adult Day Care, Skilled Nursing",60,AL-ASL-10792,Alabama Department of Public Health,2024-08-28,90,True,True,True,https://www.moody-senior-care.com,Active,Alabama Department of Public Health,2025-07-12,33.282253,-88.315435
