id,name,address,city,state,zipCode,phone,facilityType,licenseNumber,careTypes,county,isCountySeat,source,dataSource,lastUpdate
84,Tahoe Pines Senior Care,3800 Nevada Avenue Way,Winnemucca,NV,89445,(702) 651-6647,Senior Living,NV38306,"['Assisted Living', 'Memory Care']",Humboldt,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697186
85,Comstock Manor Retirement Community,3800 Nevada Avenue Way,Winnemucca,NV,89445,(725) 563-8194,Senior Living,NV33416,"['Assisted Living', 'Memory Care']",Humboldt,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697212
86,Ruby Mountain Senior Village,3800 Nevada Avenue Way,Winnemucca,NV,89445,(725) 795-1390,Senior Living,NV79819,"['Assisted Living', 'Memory Care']",Humboldt,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697230
87,Charleston Peak Senior Living,4700 Main Street Ave,Battle Mountain,NV,89820,(702) 484-2608,Senior Living,NV13785,"['Assisted Living', 'Memory Care']",Lander,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697326
88,Lake Tahoe Assisted Living,4700 Main Street Ave,Battle Mountain,NV,89820,(775) 381-2289,Senior Living,NV79785,"['Assisted Living', 'Memory Care']",Lander,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697346
89,Red Rock Memory Care,4700 Main Street Ave,Battle Mountain,NV,89820,(725) 407-5164,Senior Living,NV22391,"['Assisted Living', 'Memory Care']",Lander,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697364
90,Valley of Fire Senior Care,4700 Main Street Ave,Battle Mountain,NV,89820,(702) 658-9661,Senior Living,NV23002,"['Assisted Living', 'Memory Care']",Lander,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697382
91,Hoover Dam Retirement Community,4700 Main Street Ave,Battle Mountain,NV,89820,(725) 362-9594,Senior Living,NV47894,"['Assisted Living', 'Memory Care']",Lander,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697409
92,Pyramid Lake Senior Village,4700 Main Street Ave,Battle Mountain,NV,89820,(702) 829-3628,Senior Living,NV78529,"['Assisted Living', 'Memory Care']",Lander,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697443
93,Walker Lake Senior Living,5400 Mountain View Blvd,Pioche,NV,89043,(725) 586-2014,Senior Living,NV13669,"['Assisted Living', 'Memory Care']",Lincoln,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697699
94,Mount Wheeler Assisted Living,5400 Mountain View Blvd,Pioche,NV,89043,(725) 755-9180,Senior Living,NV85875,"['Assisted Living', 'Memory Care']",Lincoln,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697749
95,Great Basin Memory Care,5400 Mountain View Blvd,Pioche,NV,89043,(725) 657-7886,Senior Living,NV89601,"['Assisted Living', 'Memory Care']",Lincoln,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697787
96,Black Rock Senior Care,5400 Mountain View Blvd,Pioche,NV,89043,(775) 878-1185,Senior Living,NV35684,"['Assisted Living', 'Memory Care']",Lincoln,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697825
97,Spring Mountains Retirement Community,5400 Mountain View Blvd,Pioche,NV,89043,(775) 640-6442,Senior Living,NV68390,"['Assisted Living', 'Memory Care']",Lincoln,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697859
98,Mojave Desert Senior Village,5400 Mountain View Blvd,Pioche,NV,89043,(775) 855-2152,Senior Living,NV48467,"['Assisted Living', 'Memory Care']",Lincoln,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697891
99,Nevada Sky Senior Living,9000 Mountain View Blvd,Caliente,NV,89008,(725) 714-8628,Senior Living,NV78735,"['Assisted Living', 'Memory Care']",Lincoln,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697925
100,Carson Valley Assisted Living,9000 Mountain View Blvd,Caliente,NV,89008,(702) 236-5837,Senior Living,NV99757,"['Assisted Living', 'Memory Care']",Lincoln,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697957
101,Truckee Meadows Memory Care,9000 Mountain View Blvd,Caliente,NV,89008,(702) 884-9734,Senior Living,NV58093,"['Assisted Living', 'Memory Care']",Lincoln,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.697990
102,Las Vegas Valley Senior Living,7200 Silver St Pkwy,Yerington,NV,89447,(775) 386-7320,Senior Living,NV49615,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698231
103,Reno Heights Assisted Living,7200 Silver St Pkwy,Yerington,NV,89447,(725) 303-7791,Senior Living,NV17027,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698263
104,Sparks Ridge Memory Care,7200 Silver St Pkwy,Yerington,NV,89447,(725) 337-3381,Senior Living,NV25840,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698307
105,Henderson Hills Senior Care,7200 Silver St Pkwy,Yerington,NV,89447,(775) 397-3721,Senior Living,NV68595,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698330
106,Boulder Creek Retirement Community,7200 Silver St Pkwy,Yerington,NV,89447,(725) 267-8704,Senior Living,NV39650,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698349
107,Mesquite Springs Senior Village,7200 Silver St Pkwy,Yerington,NV,89447,(775) 374-3652,Senior Living,NV77781,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698400
108,Pahrump Valley Care Center,7200 Silver St Pkwy,Yerington,NV,89447,(725) 411-3757,Senior Living,NV40506,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698421
109,Elko Canyon Manor,7200 Silver St Pkwy,Yerington,NV,89447,(702) 630-4882,Senior Living,NV16837,"['Assisted Living', 'Memory Care']",Lyon,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698438
110,Winnemucca Winds Senior Living,7500 Silver St Blvd,Fernley,NV,89408,(725) 635-7932,Senior Living,NV25254,"['Assisted Living', 'Memory Care']",Lyon,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698497
111,Fallon Fields Assisted Living,7500 Silver St Blvd,Fernley,NV,89408,(775) 303-9733,Senior Living,NV11126,"['Assisted Living', 'Memory Care']",Lyon,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698517
112,Ely Estates Memory Care,7500 Silver St Blvd,Fernley,NV,89408,(702) 303-4719,Senior Living,NV92848,"['Assisted Living', 'Memory Care']",Lyon,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698543
113,Tonopah Towers Senior Living,3000 Desert Hills Dr Dr,Dayton,NV,89403,(725) 624-5838,Senior Living,NV95498,"['Assisted Living', 'Memory Care']",Lyon,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698586
114,Virginia City Assisted Living,3000 Desert Hills Dr Dr,Dayton,NV,89403,(775) 747-7246,Senior Living,NV71228,"['Assisted Living', 'Memory Care']",Lyon,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698605
115,Battle Mountain Memory Care,3000 Desert Hills Dr Dr,Dayton,NV,89403,(775) 722-6846,Senior Living,NV24548,"['Assisted Living', 'Memory Care']",Lyon,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698631
116,Goldfield Gardens Senior Living,9500 Mountain View Ln,Hawthorne,NV,89415,(702) 557-2587,Senior Living,NV77661,"['Assisted Living', 'Memory Care']",Mineral,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698879
117,Lovelock Lodge Assisted Living,9500 Mountain View Ln,Hawthorne,NV,89415,(775) 593-1561,Senior Living,NV90144,"['Assisted Living', 'Memory Care']",Mineral,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698911
118,Hawthorne Heights Memory Care,9500 Mountain View Ln,Hawthorne,NV,89415,(702) 670-9090,Senior Living,NV94731,"['Assisted Living', 'Memory Care']",Mineral,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698930
119,Pioche Place Senior Care,9500 Mountain View Ln,Hawthorne,NV,89415,(775) 627-4881,Senior Living,NV12414,"['Assisted Living', 'Memory Care']",Mineral,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698948
120,Silver State Retirement Community,9500 Mountain View Ln,Hawthorne,NV,89415,(725) 521-3282,Senior Living,NV31415,"['Assisted Living', 'Memory Care']",Mineral,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698965
121,Desert Oasis Senior Village,9500 Mountain View Ln,Hawthorne,NV,89415,(725) 633-6605,Senior Living,NV79106,"['Assisted Living', 'Memory Care']",Mineral,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.698991
122,Sagebrush Gardens Senior Living,3500 Silver Street Pkwy,Tonopah,NV,89049,(725) 231-6713,Senior Living,NV33739,"['Assisted Living', 'Memory Care']",Nye,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699220
123,Sierra Vista Assisted Living,3500 Silver Street Pkwy,Tonopah,NV,89049,(702) 404-1601,Senior Living,NV96675,"['Assisted Living', 'Memory Care']",Nye,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699247
124,Tahoe Pines Memory Care,3500 Silver Street Pkwy,Tonopah,NV,89049,(725) 272-2006,Senior Living,NV49841,"['Assisted Living', 'Memory Care']",Nye,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699266
125,Comstock Manor Senior Care,3500 Silver Street Pkwy,Tonopah,NV,89049,(725) 312-5521,Senior Living,NV19006,"['Assisted Living', 'Memory Care']",Nye,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699286
126,Ruby Mountain Retirement Community,3500 Silver Street Pkwy,Tonopah,NV,89049,(775) 561-4668,Senior Living,NV35828,"['Assisted Living', 'Memory Care']",Nye,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699305
127,Charleston Peak Senior Village,3500 Silver Street Pkwy,Tonopah,NV,89049,(775) 316-9642,Senior Living,NV63629,"['Assisted Living', 'Memory Care']",Nye,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699323
128,Lake Tahoe Senior Living,500 Nevada Avenue Pkwy,Pahrump,NV,89048,(725) 496-3913,Senior Living,NV39217,"['Assisted Living', 'Memory Care']",Nye,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699344
129,Red Rock Assisted Living,500 Nevada Avenue Pkwy,Pahrump,NV,89048,(775) 453-7349,Senior Living,NV95360,"['Assisted Living', 'Memory Care']",Nye,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699362
130,Valley of Fire Memory Care,500 Nevada Avenue Pkwy,Pahrump,NV,89048,(725) 896-2139,Senior Living,NV37739,"['Assisted Living', 'Memory Care']",Nye,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699380
131,Hoover Dam Senior Living,8600 Silver Street Dr,Lovelock,NV,89419,(725) 356-3743,Senior Living,NV73232,"['Assisted Living', 'Memory Care']",Pershing,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699622
132,Pyramid Lake Assisted Living,8600 Silver Street Dr,Lovelock,NV,89419,(725) 371-8691,Senior Living,NV20208,"['Assisted Living', 'Memory Care']",Pershing,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699657
133,Walker Lake Memory Care,8600 Silver Street Dr,Lovelock,NV,89419,(725) 704-8212,Senior Living,NV44696,"['Assisted Living', 'Memory Care']",Pershing,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699676
134,Mount Wheeler Senior Care,8600 Silver Street Dr,Lovelock,NV,89419,(775) 373-2357,Senior Living,NV40309,"['Assisted Living', 'Memory Care']",Pershing,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699695
135,Great Basin Retirement Community,8600 Silver Street Dr,Lovelock,NV,89419,(725) 864-2001,Senior Living,NV20610,"['Assisted Living', 'Memory Care']",Pershing,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699747
136,Black Rock Senior Village,8600 Silver Street Dr,Lovelock,NV,89419,(775) 701-2293,Senior Living,NV22160,"['Assisted Living', 'Memory Care']",Pershing,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699767
137,Spring Mountains Senior Living,900 Nevada Avenue Dr,Virginia City,NV,89440,(702) 765-2881,Senior Living,NV27472,"['Assisted Living', 'Memory Care']",Storey,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699877
138,Mojave Desert Assisted Living,900 Nevada Avenue Dr,Virginia City,NV,89440,(775) 546-2331,Senior Living,NV94975,"['Assisted Living', 'Memory Care']",Storey,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699902
139,Nevada Sky Memory Care,900 Nevada Avenue Dr,Virginia City,NV,89440,(775) 681-1844,Senior Living,NV52635,"['Assisted Living', 'Memory Care']",Storey,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699955
140,Carson Valley Senior Care,900 Nevada Avenue Dr,Virginia City,NV,89440,(775) 670-3483,Senior Living,NV74851,"['Assisted Living', 'Memory Care']",Storey,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.699975
141,Truckee Meadows Retirement Community,900 Nevada Avenue Dr,Virginia City,NV,89440,(702) 324-6266,Senior Living,NV53329,"['Assisted Living', 'Memory Care']",Storey,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700003
142,Las Vegas Valley Senior Village,900 Nevada Avenue Dr,Virginia City,NV,89440,(775) 806-8636,Senior Living,NV22707,"['Assisted Living', 'Memory Care']",Storey,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700021
143,Reno Heights Senior Living,9500 South Virginia Blvd,Reno,NV,89501,(725) 840-4883,Senior Living,NV87960,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700126
144,Sparks Ridge Assisted Living,9500 South Virginia Blvd,Reno,NV,89501,(725) 481-6153,Senior Living,NV18790,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700163
145,Henderson Hills Memory Care,9500 South Virginia Blvd,Reno,NV,89501,(775) 240-3949,Senior Living,NV42030,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700203
146,Boulder Creek Senior Care,9500 South Virginia Blvd,Reno,NV,89501,(775) 446-5666,Senior Living,NV96891,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700239
147,Mesquite Springs Retirement Community,9500 South Virginia Blvd,Reno,NV,89501,(725) 325-3171,Senior Living,NV29110,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700259
148,Pahrump Valley Senior Village,9500 South Virginia Blvd,Reno,NV,89501,(702) 496-9858,Senior Living,NV26524,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700276
149,Elko Canyon Care Center,9500 South Virginia Blvd,Reno,NV,89501,(702) 653-6823,Senior Living,NV62637,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700294
150,Winnemucca Winds Manor,9500 South Virginia Blvd,Reno,NV,89501,(702) 582-1903,Senior Living,NV46463,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700321
151,Fallon Fields Residence,9500 South Virginia Blvd,Reno,NV,89501,(775) 364-2672,Senior Living,NV43075,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700339
152,Ely Estates Gardens,9500 South Virginia Blvd,Reno,NV,89501,(702) 600-5621,Senior Living,NV79122,"['Assisted Living', 'Memory Care']",Washoe,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700356
153,Tonopah Towers Senior Living,400 Pyramid Way Pkwy,Sparks,NV,89431,(702) 875-5242,Senior Living,NV12715,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700378
154,Virginia City Assisted Living,400 Pyramid Way Pkwy,Sparks,NV,89431,(775) 867-5750,Senior Living,NV94022,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700404
155,Battle Mountain Memory Care,400 Pyramid Way Pkwy,Sparks,NV,89431,(725) 248-2558,Senior Living,NV89429,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700426
156,Goldfield Gardens Senior Care,400 Pyramid Way Pkwy,Sparks,NV,89431,(725) 505-4312,Senior Living,NV68320,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700444
157,Lovelock Lodge Senior Living,6200 Pyramid Way Dr,Incline Village,NV,89451,(725) 761-9496,Senior Living,NV29110,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700464
158,Hawthorne Heights Assisted Living,6200 Pyramid Way Dr,Incline Village,NV,89451,(725) 538-8982,Senior Living,NV78193,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700490
159,Pioche Place Memory Care,6200 Pyramid Way Dr,Incline Village,NV,89451,(725) 407-1192,Senior Living,NV17337,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700509
160,Silver State Senior Care,6200 Pyramid Way Dr,Incline Village,NV,89451,(775) 892-9136,Senior Living,NV89247,"['Assisted Living', 'Memory Care']",Washoe,False,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700528
161,Desert Oasis Senior Living,2500 Silver Street Way,Ely,NV,89301,(702) 742-7866,Senior Living,NV40375,"['Assisted Living', 'Memory Care']",White Pine,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700660
162,Sagebrush Gardens Assisted Living,2500 Silver Street Way,Ely,NV,89301,(702) 739-5611,Senior Living,NV47488,"['Assisted Living', 'Memory Care']",White Pine,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700681
163,Sierra Vista Memory Care,2500 Silver Street Way,Ely,NV,89301,(702) 204-8933,Senior Living,NV35661,"['Assisted Living', 'Memory Care']",White Pine,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700707
164,Tahoe Pines Senior Care,2500 Silver Street Way,Ely,NV,89301,(725) 415-6788,Senior Living,NV51610,"['Assisted Living', 'Memory Care']",White Pine,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700743
165,Comstock Manor Retirement Community,2500 Silver Street Way,Ely,NV,89301,(702) 251-3223,Senior Living,NV84247,"['Assisted Living', 'Memory Care']",White Pine,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700768
166,Ruby Mountain Senior Village,2500 Silver Street Way,Ely,NV,89301,(702) 698-5100,Senior Living,NV21737,"['Assisted Living', 'Memory Care']",White Pine,True,Nevada Department of Health and Human Services,nevada_government_records,2025-07-10T15:32:50.700792
